employeeid,Gender,Age,Education,Tenureinthecompany,PrevousExpinMonths,BuildingTeamCommitment,StrategicThinking,LeadsDecisionMakingandDeliversResults,AnalyticalThinking,CustomerRelations,ServiceQualityandPlanning,SolutionSelling,InMarketExecution,SalesPlanningandForecasting,Negotiation ,ActionableInsights,SolvingProblems,Engage,AppliedThinking,Change,Drive,AverageCompScore,Competency,Attried,PerformanceRating
11157243,2,18,High School,1,41,2.5,2.3,2.3,2.3,3,2,1.5,2,2.7,1.5,2,2.5,2.5,2.7,2.5,2.3,2.3,2,Yes,1
11155523,2,18,High School,1,46,2.5,2.3,2,2.3,2,2.5,1.5,2.5,2.3,1.5,2,2.5,2.5,2.7,2.5,2,2.2,2,Yes,1
11154225,2,18,Graduate,1,56,3.5,2.7,3,2.7,3.5,3.5,2.5,3.5,3,2.5,2.5,3,2.5,3.3,3,3,3,3,Yes,2
11154228,1,18,Graduate,1,67,4,3,3,3,3,2.5,2.5,3,2.7,2,2.5,2.5,2.5,3,2.5,2.7,2.8,3,Yes,2
11154234,2,18,Graduate,1,67,3.5,2.3,2.7,1.7,2.5,2,2.5,2,2.7,2.5,2,3.5,3.5,2.7,3,2.7,2.6,3,Yes,2
11154606,1,18,High School,1,0,3,2.3,2.3,2.3,2.5,2,2,2.5,2.3,2,2,2.5,2.5,2.3,2.5,2.7,2.4,2,Yes,1
11154831,1,18,High School,1,0,2,2,1.3,1.7,2.5,2,1.5,2,2,1.5,2.5,2,2.5,1.7,2.5,2,2,1,Yes,1
11154973,1,18,Graduate,1,81,2.5,2.7,3.3,3.3,3.5,3.5,3.5,3.5,2.7,3.5,2.5,2.5,3.5,3.3,4,3.7,3.2,4,Yes,2
11156472,2,18,Graduate,1,32,3.5,2.7,3,2.7,3.5,3,2.5,3,2.7,3,3,3,1.5,3,3,3.3,2.9,3,Yes,2
11156636,1,18,Graduate,1,47,3,3.7,3,3.7,3,3,1.5,2.5,3,1.5,3,3,3,3.3,3,3,2.9,3,Yes,2
11154857,1,18,Graduate,1,132,3,2,3,2.3,3.5,2.5,1.5,2.5,3.3,2,3,3,2.5,3.3,2.5,3.7,2.7,3,Yes,3
11155486,1,18,Graduate,1,114,3,2.7,2.7,2.7,2.5,2,2,2,2.7,1.5,2,3.5,3.5,3.3,3,2.7,2.6,3,Yes,3
11153807,2,18,Graduate,1,17,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,2,Yes,2
11153828,1,18,Graduate,1,53,2,2,2.3,1.7,2.5,1.5,1.5,1.5,2,2,1.5,2,3,2.3,3,2,2.1,2,Yes,2
11154139,2,18,High School,1,35,3.5,2.7,2.7,3,3.5,2.5,3,3,2.7,2,2.5,3,3.5,2.7,2.5,3,2.9,3,Yes,1
11154453,1,18,High School,1,0,3,2,2.7,2.3,3,3,2.5,2.5,2.7,2,2.5,2.5,3,3,3.5,2.3,2.7,3,Yes,1
11154604,1,18,High School,1,0,2.5,2.7,2.7,2,2.5,2.5,2,2.5,3,2.5,2.5,2.5,1.5,2.3,2,3,2.4,2,Yes,1
11154627,2,18,Graduate,1,96,2,2,1.7,1.7,2,2.5,2.5,2.5,2,1.5,2.5,2,2,1.7,2.5,2.7,2.1,2,Yes,2
11155190,1,18,High School,1,0,3,2,2.3,2.3,3,2.5,2,2.5,2.7,2,2.5,2.5,3.5,2.7,3.5,2.3,2.6,3,Yes,1
11155292,1,18,High School,1,0,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,2,Yes,1
11156106,2,18,Graduate,1,177,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,3,Yes,4
11156189,1,18,High School,1,0,2.5,2.3,2.3,2.3,2,3,1.5,2,2.3,1.5,2,2.5,2.5,2.3,2.5,2.3,2.3,2,Yes,1
11156451,2,18,Graduate,1,88,2.5,1.3,1.7,1.7,3,1.5,1.5,2.5,1.7,1.5,3,2.5,2.5,2.3,2.5,2.3,2.1,2,Yes,2
11156594,1,18,Graduate,1,34,3,1.7,3,3,3,2.5,2.5,2.5,3,2,2.5,3,3,3,3,3,2.7,3,Yes,2
11156882,2,18,Graduate,1,47,2.5,2,2.3,2.3,2.5,3,2.5,3.5,2,2.5,3,2,2.5,2.7,3,2.3,2.5,2,Yes,2
11156960,2,18,Graduate,1,74,2.5,2,2.3,2.3,3,2.5,2.5,2.5,2.3,3.5,2,2.5,2.5,2.3,3.5,2.3,2.5,2,Yes,2
11150888,2,18,Below High School,1,31,2.5,2.3,2.3,2.3,2.5,3,2,3,2.3,2,2.5,2.5,2.5,3.3,2,2.3,2.5,2,Yes,1
11150975,2,18,Below High School,1,38,3.5,3,3,2.7,2.5,2,3.5,2.5,3,2,2,3,3,2.7,2.5,3.3,2.8,3,Yes,1
11152781,2,18,Below High School,1,49,3,2,3.3,1.7,2.5,2,2.5,3,2.7,3,2.5,2,2,2.3,2.5,2.7,2.5,2,Yes,1
11153472,2,18,Below High School,1,33,2.5,2.7,2.3,3,2,2.5,1.5,2.5,3,1.5,2.5,2,2.5,2.7,3,2.3,2.4,2,Yes,1
11153633,2,18,Below High School,1,19,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,3,Yes,1
11153655,2,18,Below High School,1,15,3.5,1.7,2.3,2.3,3,3,2.5,3,2.3,2.5,2.5,2.5,2.5,2.3,4,3,2.7,3,Yes,1
11153809,2,18,Below High School,1,48,3.5,2.3,2.7,3,2.5,2.5,1.5,2,2.7,1.5,2,2.5,2.5,3.3,3,2.7,2.5,2,Yes,1
11153811,2,18,Graduate,1,45,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,2,Yes,2
11153853,2,18,Graduate,1,82,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,1,Yes,2
11153867,2,18,Below High School,1,24,3.5,2.3,2.7,2.7,3,3,1.5,2,3,2,2.5,3,3.5,2.7,3.5,3,2.7,3,Yes,1
11153882,2,18,Below High School,1,56,3.5,3,3,3,2.5,2,2.5,2,2.3,2.5,2.5,3,3,2.3,2.5,3,2.7,3,Yes,1
11153898,2,18,Below High School,1,17,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,2,Yes,1
11154099,1,18,Below High School,1,115,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,2,Yes,1
11154101,2,18,Below High School,1,45,3,2,2,2,2.5,2,1.5,2,2,1,2.5,2,3,2,2.5,2,2.1,2,Yes,1
11154109,2,18,Below High School,1,10,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,3,Yes,1
11154127,2,18,Below High School,1,44,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,3,Yes,1
11154128,2,18,Below High School,1,55,2.5,2.3,2.7,2.7,3.5,2.5,2,2.5,2.3,2,2.5,2.5,2.5,2.3,2,2.7,2.5,2,Yes,1
11154132,2,18,Below High School,1,49,2.5,2,1.7,2,3.5,2,2,2.5,2,2,2,3,2.5,2,2.5,2.7,2.3,2,Yes,1
11154133,2,18,Below High School,1,30,3,2.3,3.3,2.7,2.5,3.5,3.5,2.5,2,3.5,2,2,3,3.3,3.5,2.7,2.8,3,Yes,1
11154138,2,18,Below High School,1,32,3,2.3,3,2.3,3,2,2,3,2.7,2,2,2.5,3,2.7,3.5,2.3,2.6,3,Yes,1
11154140,2,18,Below High School,1,16,2.5,2.3,2.3,2.7,3.5,2.5,2,2.5,2.3,2,2.5,1.5,2.5,2.3,2.5,2.7,2.4,2,Yes,1
11154144,2,18,Below High School,1,49,3.5,2,3,2.7,2.5,2.5,2,2,2.3,2,2,3.5,3.5,2.7,3.5,3,2.7,3,Yes,1
11154147,2,18,Below High School,1,53,3,2,2.3,2,3,3,2.5,3,2.7,2.5,3,2,3,1.7,3.5,3.3,2.7,3,Yes,1
11154247,2,18,Below High School,1,15,3,1.7,2.3,1.3,2.5,2,1.5,1.5,2,2.5,2,2,1.5,2,2.5,2.3,2,1,Yes,1
11154253,2,18,Graduate,1,79,2,2,2.3,2,1.5,2.5,1.5,1.5,1.7,1,1.5,1.5,1.5,2.3,2,3,1.9,1,Yes,2
11154257,2,18,Below High School,1,47,3.5,2.3,3.3,2.7,3.5,3.5,2.5,2.5,2,1.5,3,2.5,2,3.3,2.5,3.7,2.8,3,Yes,1
11154258,2,18,Below High School,1,43,3.5,2,2.7,2,3,1.5,1.5,2.5,3,1,2.5,2.5,2.5,2.3,2.5,2.3,2.3,2,Yes,1
11154308,2,18,Below High School,1,59,3.5,2.3,2,2.3,2,2,1.5,1.5,2.3,1,2,3,3,2.3,3,2.3,2.3,2,Yes,1
11154309,2,18,Graduate,1,119,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,2,Yes,2
11154432,1,18,Below High School,1,0,3.5,2.3,2.3,2.7,2.5,2.5,2,2.5,2.7,2.5,2,2,2.5,2.3,3,3,2.5,2,Yes,1
11154441,1,18,Below High School,1,0,2.5,1.7,2.3,1.7,2,1.5,2,1.5,1.7,3,2,2,2,1.7,2.5,2.3,2,1,Yes,1
11154447,1,18,Below High School,1,11,3.5,2.3,2,2.7,2,2,1.5,2.5,2.3,2.5,1.5,3,2,2.3,2.5,2.7,2.3,2,Yes,1
11154457,1,18,Below High School,1,52,2.5,2,2,1.7,2.5,2.5,2.5,2.5,2,2,1.5,1.5,3,1.7,3,2.3,2.2,2,Yes,1
11154469,2,18,Below High School,1,62,2.5,1.3,1.7,2,1.5,1.5,1,2,1.7,1,1.5,1.5,2,2,2.5,1.7,1.7,1,Yes,1
11154609,2,18,Below High School,1,40,3.5,3.3,3.7,3.3,3.5,2,2,2.5,2.7,3,2.5,3.5,3.5,3,3,3.3,3,3,Yes,1
11154621,1,18,Below High School,1,73,4,2.3,3,3,3,1.5,2,2.5,2.7,1.5,2,3.5,3.5,3.3,3.5,3.7,2.8,3,Yes,1
11154631,2,18,Below High School,1,32,2,1.7,1.7,1.3,2,1,1,2,2,1,1,2.5,1.5,1.7,1.5,2,1.6,1,Yes,1
11154632,1,18,Below High School,1,0,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,3,Yes,1
11154638,1,18,Below High School,1,0,4,3.3,2.7,3,3,2,2.5,1.5,3,2.5,2.5,3,2.5,2.7,2,3.3,2.7,3,Yes,1
11154773,1,18,Below High School,1,0,2.5,2.3,2.3,2,3,2,1.5,2.5,1.7,1.5,2,2.5,3,2.7,2.5,2,2.3,2,Yes,1
11154774,1,18,Below High School,1,0,2,1.7,2,2,3,2,2,2,1.7,2.5,2,2,3,2,3,2.3,2.2,2,Yes,1
11154778,2,18,Below High School,1,28,2.5,1.7,2,2.3,2.5,1.5,1.5,2.5,2,1.5,1.5,2.5,2.5,2.7,2.5,2.7,2.1,2,Yes,1
11154779,1,18,Below High School,1,81,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,4,Yes,1
11154780,1,18,Below High School,1,0,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,3,Yes,1
11154783,1,18,Below High School,1,0,2.5,2.3,2.3,2.3,3,2.5,2.5,2.5,2,2.5,2,3,3,2.7,2,3,2.5,2,Yes,1
11154789,2,18,Below High School,1,68,2.5,2,1.7,2.7,2,2.5,1.5,2,1.7,1.5,2,3.5,2.5,3,2.5,2.3,2.2,2,Yes,1
11154793,2,18,Below High School,1,52,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,4,Yes,1
11154795,2,18,Below High School,1,23,3.5,3,2.7,3.3,3.5,2,1.5,3.5,4,1.5,3,3,3.5,3.7,3,2.3,2.9,3,Yes,1
11154798,2,18,Below High School,1,53,3,1.7,2,1.7,2.5,2,1.5,2,2,1,1.5,2,2.5,2,2.5,2.3,2,1,Yes,1
11154803,1,18,Below High School,1,0,2.5,3,3,3.3,3.5,3.5,3.5,3.5,2.3,3.5,3.5,3.5,3,3.3,3,3.3,3.2,4,Yes,1
11154808,2,18,Below High School,1,33,3.5,2.3,3,2.3,4,3,3,3.5,2.7,2.5,3,2.5,3,3,4,3.3,3,3,Yes,1
11154811,2,18,Below High School,1,43,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,2,Yes,1
11154829,2,18,Below High School,1,46,3,2.3,2,2,2.5,2,1.5,2.5,2.3,2.5,2,3,2,2.3,2.5,2.7,2.3,2,Yes,1
11154839,2,18,Below High School,1,23,3,2.3,3,2.3,2,2.5,2,2,2.3,2,1.5,2.5,2,2.7,2,2.7,2.3,2,Yes,1
11154843,1,18,Below High School,1,0,3,2.3,2.7,2.3,2,2,1.5,1.5,2.3,1.5,2,2.5,2.5,2.7,2.5,2.3,2.2,2,Yes,1
11154860,2,18,Below High School,1,66,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,4,Yes,1
11154868,2,18,Below High School,1,69,3.5,3.3,2.7,3.3,3,2.5,3,2,3,3,2,2.5,2,3.7,3.5,3,2.9,3,Yes,1
11154870,2,18,Below High School,1,27,3,2,2.3,2.3,3.5,2.5,2.5,3,2.3,2,3,2.5,3,2.3,3.5,3.3,2.7,3,Yes,1
11154935,2,18,Below High School,1,74,3,1.7,3.3,2,2,2.5,2.5,2.5,2.3,2.5,2,2.5,2.5,2.7,3,3,2.5,2,Yes,1
11155082,1,18,Below High School,1,30,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,2,Yes,1
11155112,2,18,Graduate,1,105,2.5,2.3,2.3,2.3,3,2,1.5,2,2.7,1.5,2,2.5,2.5,2.7,2.5,2.3,2.3,2,Yes,2
11155113,2,18,Below High School,1,20,2.5,2.3,2,2.3,2,2.5,1.5,2.5,2.3,1.5,2,2.5,2.5,2.7,2.5,2,2.2,2,Yes,1
11155116,2,18,Below High School,1,22,3.5,2.7,3,2.7,3.5,3.5,2.5,3.5,3,2.5,2.5,3,2.5,3.3,3,3,3,3,Yes,1
11155128,2,18,Below High School,1,33,4,3,3,3,3,2.5,2.5,3,2.7,2,2.5,2.5,2.5,3,2.5,2.7,2.8,3,Yes,1
11155145,2,18,Below High School,1,57,3.5,2.3,2.7,1.7,2.5,2,2.5,2,2.7,2.5,2,3.5,3.5,2.7,3,2.7,2.6,3,Yes,1
11155151,2,18,Below High School,1,43,3,2.3,2.3,2.3,2.5,2,2,2.5,2.3,2,2,2.5,2.5,2.3,2.5,2.7,2.4,2,Yes,1
11155156,1,18,Below High School,1,0,2,2,1.3,1.7,2.5,2,1.5,2,2,1.5,2.5,2,2.5,1.7,2.5,2,2,1,Yes,1
11155183,2,18,Below High School,1,72,2.5,2.7,3.3,3.3,3.5,3.5,3.5,3.5,2.7,3.5,2.5,2.5,3.5,3.3,4,3.7,3.2,4,Yes,1
11155257,2,18,Graduate,1,97,3.5,2.7,3,2.7,3.5,3,2.5,3,2.7,3,3,3,1.5,3,3,3.3,2.9,3,Yes,2
11155265,2,18,Below High School,1,28,3,3.7,3,3.7,3,3,1.5,2.5,3,1.5,3,3,3,3.3,3,3,2.9,3,Yes,1
11155269,2,18,Below High School,1,54,3,2,3,2.3,3.5,2.5,1.5,2.5,3.3,2,3,3,2.5,3.3,2.5,3.7,2.7,3,Yes,1
11155281,2,18,Below High School,1,63,3,2.7,2.7,2.7,2.5,2,2,2,2.7,1.5,2,3.5,3.5,3.3,3,2.7,2.6,3,Yes,1
11155284,2,18,Below High School,1,36,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,2,Yes,1
11155287,1,18,Below High School,1,0,2,2,2.3,1.7,2.5,1.5,1.5,1.5,2,2,1.5,2,3,2.3,3,2,2.1,2,Yes,1
11155305,2,18,Graduate,1,100,3.5,2.7,2.7,3,3.5,2.5,3,3,2.7,2,2.5,3,3.5,2.7,2.5,3,2.9,3,Yes,2
11155315,2,18,Below High School,1,21,3,2,2.7,2.3,3,3,2.5,2.5,2.7,2,2.5,2.5,3,3,3.5,2.3,2.7,3,Yes,1
11155366,1,18,Graduate,1,69,2.5,2.7,2.7,2,2.5,2.5,2,2.5,3,2.5,2.5,2.5,1.5,2.3,2,3,2.4,2,Yes,2
11155476,1,18,Below High School,1,0,2,2,1.7,1.7,2,2.5,2.5,2.5,2,1.5,2.5,2,2,1.7,2.5,2.7,2.1,2,Yes,1
11155478,2,18,Below High School,1,49,3,2,2.3,2.3,3,2.5,2,2.5,2.7,2,2.5,2.5,3.5,2.7,3.5,2.3,2.6,3,Yes,1
11155483,2,18,Below High School,1,25,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,2,Yes,1
11155487,2,18,Below High School,1,34,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,3,Yes,1
11155488,2,18,Below High School,1,20,2.5,2.3,2.3,2.3,2,3,1.5,2,2.3,1.5,2,2.5,2.5,2.3,2.5,2.3,2.3,2,Yes,1
11155520,2,18,Below High School,1,25,2.5,1.3,1.7,1.7,3,1.5,1.5,2.5,1.7,1.5,3,2.5,2.5,2.3,2.5,2.3,2.1,2,Yes,1
11155526,1,18,Below High School,1,0,3,1.7,3,3,3,2.5,2.5,2.5,3,2,2.5,3,3,3,3,3,2.7,3,Yes,1
11155529,2,18,Below High School,1,0,2.5,2,2.3,2.3,2.5,3,2.5,3.5,2,2.5,3,2,2.5,2.7,3,2.3,2.5,2,Yes,1
11155551,1,18,Below High School,1,40,2.5,2,2.3,2.3,3,2.5,2.5,2.5,2.3,3.5,2,2.5,2.5,2.3,3.5,2.3,2.5,2,Yes,1
11155559,1,18,Below High School,1,22,2.5,2.3,2.3,2.3,2.5,3,2,3,2.3,2,2.5,2.5,2.5,3.3,2,2.3,2.5,2,Yes,1
11155647,2,18,Below High School,1,50,3.5,3,3,2.7,2.5,2,3.5,2.5,3,2,2,3,3,2.7,2.5,3.3,2.8,3,Yes,1
11155654,2,18,Below High School,1,40,3,2,3.3,1.7,2.5,2,2.5,3,2.7,3,2.5,2,2,2.3,2.5,2.7,2.5,2,Yes,1
11155661,2,18,Below High School,1,14,2.5,2.7,2.3,3,2,2.5,1.5,2.5,3,1.5,2.5,2,2.5,2.7,3,2.3,2.4,2,Yes,1
11155678,1,18,Below High School,1,33,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,3,Yes,1
11155702,2,18,Below High School,1,65,3.5,1.7,2.3,2.3,3,3,2.5,3,2.3,2.5,2.5,2.5,2.5,2.3,4,3,2.7,3,Yes,1
11155776,2,18,Below High School,1,59,3.5,2.3,2.7,3,2.5,2.5,1.5,2,2.7,1.5,2,2.5,2.5,3.3,3,2.7,2.5,2,Yes,1
11155797,2,18,Graduate,1,130,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,2,Yes,3
11155828,2,18,Below High School,1,48,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,1,Yes,1
11155833,2,18,Below High School,1,22,3.5,2.3,2.7,2.7,3,3,1.5,2,3,2,2.5,3,3.5,2.7,3.5,3,2.7,3,Yes,1
11155834,1,18,Graduate,1,105,3.5,3,3,3,2.5,2,2.5,2,2.3,2.5,2.5,3,3,2.3,2.5,3,2.7,3,Yes,2
11155913,2,18,Below High School,1,54,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,2,Yes,1
11155926,2,18,Below High School,1,46,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,2,Yes,1
11155975,2,18,Below High School,1,18,3,2,2,2,2.5,2,1.5,2,2,1,2.5,2,3,2,2.5,2,2.1,2,Yes,1
11155981,2,18,Below High School,1,63,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,3,Yes,1
11155985,2,18,Graduate,1,78,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,3,Yes,2
11155987,2,18,Below High School,1,117,2.5,2.3,2.7,2.7,3.5,2.5,2,2.5,2.3,2,2.5,2.5,2.5,2.3,2,2.7,2.5,2,Yes,1
11156084,2,18,Below High School,1,0,2.5,2,1.7,2,3.5,2,2,2.5,2,2,2,3,2.5,2,2.5,2.7,2.3,2,Yes,1
11156091,1,18,Below High School,1,0,3,2.3,3.3,2.7,2.5,3.5,3.5,2.5,2,3.5,2,2,3,3.3,3.5,2.7,2.8,3,Yes,1
11156098,2,18,Below High School,1,34,3,2.3,3,2.3,3,2,2,3,2.7,2,2,2.5,3,2.7,3.5,2.3,2.6,3,Yes,1
11156130,1,18,Below High School,1,0,2.5,2.3,2.3,2.7,3.5,2.5,2,2.5,2.3,2,2.5,1.5,2.5,2.3,2.5,2.7,2.4,2,Yes,1
11156157,1,18,Below High School,1,0,3.5,2,3,2.7,2.5,2.5,2,2,2.3,2,2,3.5,3.5,2.7,3.5,3,2.7,3,Yes,1
11156196,1,18,Below High School,1,0,3,2,2.3,2,3,3,2.5,3,2.7,2.5,3,2,3,1.7,3.5,3.3,2.7,3,Yes,1
11156265,2,18,Below High School,1,91,3,1.7,2.3,1.3,2.5,2,1.5,1.5,2,2.5,2,2,1.5,2,2.5,2.3,2,1,Yes,1
11156266,2,18,Below High School,1,37,2,2,2.3,2,1.5,2.5,1.5,1.5,1.7,1,1.5,1.5,1.5,2.3,2,3,1.9,1,Yes,1
11156274,1,18,Below High School,1,0,3.5,2.3,3.3,2.7,3.5,3.5,2.5,2.5,2,1.5,3,2.5,2,3.3,2.5,3.7,2.8,3,Yes,1
11156276,2,18,Below High School,1,22,3.5,2,2.7,2,3,1.5,1.5,2.5,3,1,2.5,2.5,2.5,2.3,2.5,2.3,2.3,2,Yes,1
11156277,2,18,Below High School,1,25,3.5,2.3,2,2.3,2,2,1.5,1.5,2.3,1,2,3,3,2.3,3,2.3,2.3,2,Yes,1
11156279,1,18,Below High School,1,3,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,2,Yes,1
11156283,2,18,Below High School,1,43,3.5,2.3,2.3,2.7,2.5,2.5,2,2.5,2.7,2.5,2,2,2.5,2.3,3,3,2.5,2,Yes,1
11156285,2,18,Below High School,1,47,2.5,1.7,2.3,1.7,2,1.5,2,1.5,1.7,3,2,2,2,1.7,2.5,2.3,2,1,Yes,1
11156356,2,18,Below High School,1,27,3.5,2.3,2,2.7,2,2,1.5,2.5,2.3,2.5,1.5,3,2,2.3,2.5,2.7,2.3,2,Yes,1
11156369,2,18,Below High School,1,62,2.5,2,2,1.7,2.5,2.5,2.5,2.5,2,2,1.5,1.5,3,1.7,3,2.3,2.2,2,Yes,1
11156469,2,18,Below High School,1,37,2.5,1.3,1.7,2,1.5,1.5,1,2,1.7,1,1.5,1.5,2,2,2.5,1.7,1.7,1,Yes,1
11156470,1,18,Below High School,1,38,3.5,3.3,3.7,3.3,3.5,2,2,2.5,2.7,3,2.5,3.5,3.5,3,3,3.3,3,3,Yes,1
11156486,2,18,Below High School,1,45,4,2.3,3,3,3,1.5,2,2.5,2.7,1.5,2,3.5,3.5,3.3,3.5,3.7,2.8,3,Yes,1
11156488,2,18,Below High School,1,52,2,1.7,1.7,1.3,2,1,1,2,2,1,1,2.5,1.5,1.7,1.5,2,1.6,1,Yes,1
11156499,2,18,Below High School,1,78,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,3,Yes,1
11156500,1,18,Graduate,1,49,4,3.3,2.7,3,3,2,2.5,1.5,3,2.5,2.5,3,2.5,2.7,2,3.3,2.7,3,Yes,3
11156501,2,18,Graduate,1,19,2.5,2.3,2.3,2,3,2,1.5,2.5,1.7,1.5,2,2.5,3,2.7,2.5,2,2.3,2,Yes,2
11156518,2,18,Below High School,1,33,2,1.7,2,2,3,2,2,2,1.7,2.5,2,2,3,2,3,2.3,2.2,2,Yes,1
11156528,2,18,Below High School,1,82,2.5,1.7,2,2.3,2.5,1.5,1.5,2.5,2,1.5,1.5,2.5,2.5,2.7,2.5,2.7,2.1,2,Yes,1
11156547,2,18,Below High School,1,80,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,4,Yes,1
11156559,2,18,Below High School,1,63,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,3,Yes,1
11156563,1,18,Below High School,1,32,2.5,2.3,2.3,2.3,3,2.5,2.5,2.5,2,2.5,2,3,3,2.7,2,3,2.5,2,Yes,1
11156588,2,18,Below High School,1,69,2.5,2,1.7,2.7,2,2.5,1.5,2,1.7,1.5,2,3.5,2.5,3,2.5,2.3,2.2,2,Yes,1
11156596,1,18,Below High School,1,99,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,4,Yes,1
11156608,2,18,Below High School,1,67,3.5,3,2.7,3.3,3.5,2,1.5,3.5,4,1.5,3,3,3.5,3.7,3,2.3,2.9,3,Yes,1
11156612,2,18,Graduate,1,0,3,1.7,2,1.7,2.5,2,1.5,2,2,1,1.5,2,2.5,2,2.5,2.3,2,1,Yes,2
11156627,2,18,Below High School,1,38,2.5,3,3,3.3,3.5,3.5,3.5,3.5,2.3,3.5,3.5,3.5,3,3.3,3,3.3,3.2,4,Yes,1
11156633,2,18,Below High School,1,50,3.5,2.3,3,2.3,4,3,3,3.5,2.7,2.5,3,2.5,3,3,4,3.3,3,3,Yes,1
11156644,2,18,Below High School,1,18,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,2,Yes,1
11156646,2,18,Below High School,1,68,3,2.3,2,2,2.5,2,1.5,2.5,2.3,2.5,2,3,2,2.3,2.5,2.7,2.3,2,Yes,1
11156647,2,18,Below High School,1,24,3,2.3,3,2.3,2,2.5,2,2,2.3,2,1.5,2.5,2,2.7,2,2.7,2.3,2,Yes,1
11156741,2,18,Graduate,1,59,3,2.3,2.7,2.3,2,2,1.5,1.5,2.3,1.5,2,2.5,2.5,2.7,2.5,2.3,2.2,2,Yes,2
11156750,1,18,Below High School,1,16,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,4,Yes,1
11156765,2,18,Below High School,1,15,3.5,3.3,2.7,3.3,3,2.5,3,2,3,3,2,2.5,2,3.7,3.5,3,2.9,3,Yes,1
11156872,2,18,Below High School,1,47,3,2,2.3,2.3,3.5,2.5,2.5,3,2.3,2,3,2.5,3,2.3,3.5,3.3,2.7,3,Yes,1
11156877,2,18,Below High School,1,47,3,1.7,3.3,2,2,2.5,2.5,2.5,2.3,2.5,2,2.5,2.5,2.7,3,3,2.5,2,Yes,1
